feature1,feature2,x,y,effect
d2h_nh,access_h,0.11211235489377035,1.25,-0.4998432329042143
d2h_nh,access_h,0.28458608331837115,1.25,-0.4181639526875631
d2h_nh,access_h,0.3944248430337442,1.25,-0.4999778696719613
d2h_nh,access_h,0.48258617283424965,1.25,-0.49223772305295416
d2h_nh,access_h,0.5462705756250719,1.25,-0.39431579845742837
d2h_nh,access_h,0.6181087120641451,1.25,-0.3694067113081426
d2h_nh,access_h,0.703480846775679,1.25,-0.23730620996716123
d2h_nh,access_h,0.7892851236588083,1.25,-0.24189014837280642
d2h_nh,access_h,0.8821838239934872,1.25,-0.2422006107881559
d2h_nh,access_h,0.9610314872455529,1.25,-0.2444460167761245
d2h_nh,access_h,1.0304808849275897,1.25,-0.2146197022303306
d2h_nh,access_h,1.1234864221399774,1.25,-0.20402900747139335
d2h_nh,access_h,1.2341958934004578,1.25,-0.18123142698371134
d2h_nh,access_h,1.3570179487924836,1.25,-0.17476332479037401
d2h_nh,access_h,1.486461260809405,1.25,-0.16652341518193278
d2h_nh,access_h,1.5875924454443746,1.25,-0.16520713912094978
d2h_nh,access_h,1.6711235673697713,1.25,-0.15519869014824733
d2h_nh,access_h,1.7807235511604413,1.25,-0.13864313147108645
d2h_nh,access_h,1.9043995098636202,1.25,-0.13321200584255188
d2h_nh,access_h,2.028475065868832,1.25,-0.12519315678237009
d2h_nh,access_h,2.1638012220041993,1.25,-0.1192998323242296
d2h_nh,access_h,2.2985255877757576,1.25,-0.10925745131710475
d2h_nh,access_h,2.424312460647441,1.25,-0.09972908768694397
d2h_nh,access_h,2.552013970012293,1.25,-0.06751237957537937
d2h_nh,access_h,2.6891893062390855,1.25,-0.06302378592638438
d2h_nh,access_h,2.8670095710927455,1.25,-0.051114923795737094
d2h_nh,access_h,3.056661916115213,1.25,-0.022538595855889357
d2h_nh,access_h,3.2249385682970306,1.25,-0.015019260374145013
d2h_nh,access_h,3.408029835082951,1.25,-0.007844425541604638
d2h_nh,access_h,3.5977855686147633,1.25,0.0005349792246245183
d2h_nh,access_h,3.773473403394531,1.25,0.06773410907853311
d2h_nh,access_h,3.9546562428742384,1.25,0.06809207157362154
d2h_nh,access_h,4.167435995035171,1.25,0.08397538168600116
d2h_nh,access_h,4.378784079820337,1.25,0.08755472033989162
d2h_nh,access_h,4.5881909318342995,1.25,0.09108578527375266
d2h_nh,access_h,4.820580894666823,1.25,0.10025422133089648
d2h_nh,access_h,5.065527085829514,1.25,0.10573357358843266
d2h_nh,access_h,5.298875453753189,1.25,0.11708072525118893
d2h_nh,access_h,5.503466627642274,1.25,0.1606768055746495
d2h_nh,access_h,5.7580110262882815,1.25,0.210820915103924
d2h_nh,access_h,6.088965099884238,1.25,0.21702890109174366
d2h_nh,access_h,6.398330912056463,1.25,0.2573201696505258
d2h_nh,access_h,6.719648302301791,1.25,0.26461272018502147
d2h_nh,access_h,7.093263445664316,1.25,0.2715629639479402
d2h_nh,access_h,7.529750280475704,1.25,0.27432697465464584
d2h_nh,access_h,7.966030534076241,1.25,0.2763708966269617
d2h_nh,access_h,8.348486062943206,1.25,0.2842638160995623
d2h_nh,access_h,8.788165044237362,1.25,0.29889180831160156
d2h_nh,access_h,9.348132778098798,1.25,0.3052413220989481
d2h_nh,access_h,9.942370174885333,1.25,0.3088461733585566
d2h_nh,access_h,10.485047012378567,1.25,0.34120657946117017
d2h_nh,access_h,11.176163307001545,1.25,0.35115816654753196
d2h_nh,access_h,12.010336373657303,1.25,0.4388060982963378
d2h_nh,access_h,12.95099155798216,1.25,0.47654837221401103
d2h_nh,access_h,14.18816814079018,1.25,0.5017214250090922
d2h_nh,access_h,15.420358760122468,1.25,0.5073468899453795
d2h_nh,access_h,16.887256984536638,1.25,0.5182309741499059
d2h_nh,access_h,19.034468332511732,1.25,0.5251005745896381
d2h_nh,access_h,21.596111186506796,1.25,0.5352556281717256
d2h_nh,access_h,24.40118524607943,1.25,0.552477273220217
d2h_nh,access_h,30.665217977642058,1.25,0.5500684929358562
d2h_nh,access_h,56.697096683740725,1.25,0.550464236593971
d2h_nh,access_h,0.11211235489377035,1.875,-0.4973148486057779
d2h_nh,access_h,0.28458608331837115,1.875,-0.4156355683891268
d2h_nh,access_h,0.3944248430337442,1.875,-0.497449485373525
d2h_nh,access_h,0.48258617283424965,1.875,-0.48970933875451783
d2h_nh,access_h,0.5462705756250719,1.875,-0.3917874141589919
d2h_nh,access_h,0.6181087120641451,1.875,-0.36687832700970635
d2h_nh,access_h,0.703480846775679,1.875,-0.23477782566872496
d2h_nh,access_h,0.7892851236588083,1.875,-0.2393617640743701
d2h_nh,access_h,0.8821838239934872,1.875,-0.2396722264897195
d2h_nh,access_h,0.9610314872455529,1.875,-0.24191763247768822
d2h_nh,access_h,1.0304808849275897,1.875,-0.21209131793189417
d2h_nh,access_h,1.1234864221399774,1.875,-0.20150062317295708
d2h_nh,access_h,1.2341958934004578,1.875,-0.1784102932744666
d2h_nh,access_h,1.3570179487924836,1.875,-0.17194219108112924
d2h_nh,access_h,1.486461260809405,1.875,-0.16359521454082615
d2h_nh,access_h,1.5875924454443746,1.875,-0.1622789384798431
d2h_nh,access_h,1.6711235673697713,1.875,-0.15227048950714078
d2h_nh,access_h,1.7807235511604413,1.875,-0.13621648202616754
d2h_nh,access_h,1.9043995098636202,1.875,-0.13078535639763295
d2h_nh,access_h,2.028475065868832,1.875,-0.12276650733745112
d2h_nh,access_h,2.1638012220041993,1.875,-0.11687318287931066
d2h_nh,access_h,2.2985255877757576,1.875,-0.10683080187218587
d2h_nh,access_h,2.424312460647441,1.875,-0.09730243824202506
d2h_nh,access_h,2.552013970012293,1.875,-0.06508573013046046
d2h_nh,access_h,2.6891893062390855,1.875,-0.06059713648146546
d2h_nh,access_h,2.8670095710927455,1.875,-0.048688274350818156
d2h_nh,access_h,3.056661916115213,1.875,-0.020111946410970437
d2h_nh,access_h,3.2249385682970306,1.875,-0.012592610929226047
d2h_nh,access_h,3.408029835082951,1.875,-0.005671013527920085
d2h_nh,access_h,3.5977855686147633,1.875,0.0018979901249235182
d2h_nh,access_h,3.773473403394531,1.875,0.06909711997883211
d2h_nh,access_h,3.9546562428742384,1.875,0.06447213988139558
d2h_nh,access_h,4.167435995035171,1.875,0.0803554499937752
d2h_nh,access_h,4.378784079820337,1.875,0.08393478864766568
d2h_nh,access_h,4.5881909318342995,1.875,0.0874658535815267
d2h_nh,access_h,4.820580894666823,1.875,0.09663428963867055
d2h_nh,access_h,5.065527085829514,1.875,0.10211364189620661
d2h_nh,access_h,5.298875453753189,1.875,0.11346079355896271
d2h_nh,access_h,5.503466627642274,1.875,0.15705687388242348
d2h_nh,access_h,5.7580110262882815,1.875,0.20213716822036357
d2h_nh,access_h,6.088965099884238,1.875,0.20834515420818328
d2h_nh,access_h,6.398330912056463,1.875,0.24863642276696535
d2h_nh,access_h,6.719648302301791,1.875,0.2559289733014609
d2h_nh,access_h,7.093263445664316,1.875,0.2636561587528404
d2h_nh,access_h,7.529750280475704,1.875,0.266420169459546
d2h_nh,access_h,7.966030534076241,1.875,0.2684640914318618
d2h_nh,access_h,8.348486062943206,1.875,0.2763570109044624
d2h_nh,access_h,8.788165044237362,1.875,0.2909850031165018
d2h_nh,access_h,9.348132778098798,1.875,0.29733451690384827
d2h_nh,access_h,9.942370174885333,1.875,0.3009393681634568
d2h_nh,access_h,10.485047012378567,1.875,0.3332997742660703
d2h_nh,access_h,11.176163307001545,1.875,0.3432513613524322
d2h_nh,access_h,12.010336373657303,1.875,0.430899293101238
d2h_nh,access_h,12.95099155798216,1.875,0.4686415670189116
d2h_nh,access_h,14.18816814079018,1.875,0.49381461981399255
d2h_nh,access_h,15.420358760122468,1.875,0.49944008475027957
d2h_nh,access_h,16.887256984536638,1.875,0.5103241689548063
d2h_nh,access_h,19.034468332511732,1.875,0.5171937693945382
d2h_nh,access_h,21.596111186506796,1.875,0.5273488229766257
d2h_nh,access_h,24.40118524607943,1.875,0.544570468025117
d2h_nh,access_h,30.665217977642058,1.875,0.5447049983880664
d2h_nh,access_h,56.697096683740725,1.875,0.5451007420461812
d2h_nh,access_h,0.11211235489377035,2.875,-0.454773031853255
d2h_nh,access_h,0.28458608331837115,2.875,-0.3730937516366035
d2h_nh,access_h,0.3944248430337442,2.875,-0.45979926424933126
d2h_nh,access_h,0.48258617283424965,2.875,-0.45450378103960143
d2h_nh,access_h,0.5462705756250719,2.875,-0.3651549808756608
d2h_nh,access_h,0.6181087120641451,2.875,-0.3434060323163513
d2h_nh,access_h,0.703480846775679,2.875,-0.21130553097537014
d2h_nh,access_h,0.7892851236588083,2.875,-0.21836433103415942
d2h_nh,access_h,0.8821838239934872,2.875,-0.22008191138355931
d2h_nh,access_h,0.9610314872455529,2.875,-0.22232731737152792
d2h_nh,access_h,1.0304808849275897,2.875,-0.19250100282573346
d2h_nh,access_h,1.1234864221399774,2.875,-0.18191030806679634
d2h_nh,access_h,1.2341958934004578,2.875,-0.15881997816830606
d2h_nh,access_h,1.3570179487924836,2.875,-0.15472945071458916
d2h_nh,access_h,1.486461260809405,2.875,-0.14638247417428607
d2h_nh,access_h,1.5875924454443746,2.875,-0.14506619811330296
d2h_nh,access_h,1.6711235673697713,2.875,-0.13939343442737318
d2h_nh,access_h,1.7807235511604413,2.875,-0.12333942694639986
d2h_nh,access_h,1.9043995098636202,2.875,-0.1179083013178653
d2h_nh,access_h,2.028475065868832,2.875,-0.10988945225768351
d2h_nh,access_h,2.1638012220041993,2.875,-0.10399612779954304
d2h_nh,access_h,2.2985255877757576,2.875,-0.09395374679241816
d2h_nh,access_h,2.424312460647441,2.875,-0.08442538316225742
d2h_nh,access_h,2.552013970012293,2.875,-0.052208675050692925
d2h_nh,access_h,2.6891893062390855,2.875,-0.047720081401697936
d2h_nh,access_h,2.8670095710927455,2.875,-0.03581121927105049
d2h_nh,access_h,3.056661916115213,2.875,-0.007234891331202781
d2h_nh,access_h,3.2249385682970306,2.875,0.0002844441505415879
d2h_nh,access_h,3.408029835082951,2.875,0.007206041551847543
d2h_nh,access_h,3.5977855686147633,2.875,0.014775045204691112
d2h_nh,access_h,3.773473403394531,2.875,0.0661740455844758
d2h_nh,access_h,3.9546562428742384,2.875,0.061549065487039284
d2h_nh,access_h,4.167435995035171,2.875,0.07743237559941896
d2h_nh,access_h,4.378784079820337,2.875,0.08101171425330941
d2h_nh,access_h,4.5881909318342995,2.875,0.08454277918717043
d2h_nh,access_h,4.820580894666823,2.875,0.09371121524431429
d2h_nh,access_h,5.065527085829514,2.875,0.0982498966228198
d2h_nh,access_h,5.298875453753189,2.875,0.10737640731805423
d2h_nh,access_h,5.503466627642274,2.875,0.15097248764151472
d2h_nh,access_h,5.7580110262882815,2.875,0.1960527819794548
d2h_nh,access_h,6.088965099884238,2.875,0.20077105487586372
d2h_nh,access_h,6.398330912056463,2.875,0.24033699184178098
d2h_nh,access_h,6.719648302301791,2.875,0.24762954237627666
d2h_nh,access_h,7.093263445664316,2.875,0.2553567278276559
d2h_nh,access_h,7.529750280475704,2.875,0.25812073853436157
d2h_nh,access_h,7.966030534076241,2.875,0.2601646605066774
d2h_nh,access_h,8.348486062943206,2.875,0.2680575799792779
d2h_nh,access_h,8.788165044237362,2.875,0.2826855721913175
d2h_nh,access_h,9.348132778098798,2.875,0.28903508597866423
d2h_nh,access_h,9.942370174885333,2.875,0.29263993723827253
d2h_nh,access_h,10.485047012378567,2.875,0.3227907210174853
d2h_nh,access_h,11.176163307001545,2.875,0.3327423081038473
d2h_nh,access_h,12.010336373657303,2.875,0.420390239852653
d2h_nh,access_h,12.95099155798216,2.875,0.4576353443863602
d2h_nh,access_h,14.18816814079018,2.875,0.48280839718144086
d2h_nh,access_h,15.420358760122468,2.875,0.48799674193767173
d2h_nh,access_h,16.887256984536638,2.875,0.49649316131450216
d2h_nh,access_h,19.034468332511732,2.875,0.5033627617542344
d2h_nh,access_h,21.596111186506796,2.875,0.5135178153363217
d2h_nh,access_h,24.40118524607943,2.875,0.5307394603848131
d2h_nh,access_h,30.665217977642058,2.875,0.5308739907477623
d2h_nh,access_h,56.697096683740725,2.875,0.5312697344058772
d2h_nh,access_h,0.11211235489377035,4.0,-0.4035078027916851
d2h_nh,access_h,0.28458608331837115,4.0,-0.3218285225750337
d2h_nh,access_h,0.3944248430337442,4.0,-0.4085340351877616
d2h_nh,access_h,0.48258617283424965,4.0,-0.4032385519780318
d2h_nh,access_h,0.5462705756250719,4.0,-0.3194836973660699
d2h_nh,access_h,0.6181087120641451,4.0,-0.2977347488067604
d2h_nh,access_h,0.703480846775679,4.0,-0.1656342474657786
d2h_nh,access_h,0.7892851236588083,4.0,-0.1726930475245681
d2h_nh,access_h,0.8821838239934872,4.0,-0.17441062787396816
d2h_nh,access_h,0.9610314872455529,4.0,-0.17665603386193673
d2h_nh,access_h,1.0304808849275897,4.0,-0.14682971931614258
d2h_nh,access_h,1.1234864221399774,4.0,-0.1363966805300978
d2h_nh,access_h,1.2341958934004578,4.0,-0.11268466057381785
d2h_nh,access_h,1.3570179487924836,4.0,-0.10859413312010097
d2h_nh,access_h,1.486461260809405,4.0,-0.10024715657979777
d2h_nh,access_h,1.5875924454443746,4.0,-0.09893088051881477
d2h_nh,access_h,1.6711235673697713,4.0,-0.09325811683288487
d2h_nh,access_h,1.7807235511604413,4.0,-0.07720410935191135
d2h_nh,access_h,1.9043995098636202,4.0,-0.07177298372337679
d2h_nh,access_h,2.028475065868832,4.0,-0.06375413466319504
d2h_nh,access_h,2.1638012220041993,4.0,-0.05786081020505459
d2h_nh,access_h,2.2985255877757576,4.0,-0.04884394946538489
d2h_nh,access_h,2.424312460647441,4.0,-0.03931558583522417
d2h_nh,access_h,2.552013970012293,4.0,-0.007098877723660042
d2h_nh,access_h,2.6891893062390855,4.0,-0.0026102840746650598
d2h_nh,access_h,2.8670095710927455,4.0,0.009298578055982477
d2h_nh,access_h,3.056661916115213,4.0,0.03787490599583035
d2h_nh,access_h,3.2249385682970306,4.0,0.045394241477574676
d2h_nh,access_h,3.408029835082951,4.0,0.05231583887888064
d2h_nh,access_h,3.5977855686147633,4.0,0.05887909365527845
d2h_nh,access_h,3.773473403394531,4.0,0.08737196287720173
d2h_nh,access_h,3.9546562428742384,4.0,0.0809766872645317
d2h_nh,access_h,4.167435995035171,4.0,0.09685999737691114
d2h_nh,access_h,4.378784079820337,4.0,0.10043933603080155
d2h_nh,access_h,4.5881909318342995,4.0,0.1039704009646624
d2h_nh,access_h,4.820580894666823,4.0,0.11313883702180638
d2h_nh,access_h,5.065527085829514,4.0,0.11767751840031185
d2h_nh,access_h,5.298875453753189,4.0,0.12553574204254642
d2h_nh,access_h,5.503466627642274,4.0,0.16913182236600716
d2h_nh,access_h,5.7580110262882815,4.0,0.18909019599864815
d2h_nh,access_h,6.088965099884238,4.0,0.19380846889505712
d2h_nh,access_h,6.398330912056463,4.0,0.23337440586097455
d2h_nh,access_h,6.719648302301791,4.0,0.24066695639547017
d2h_nh,access_h,7.093263445664316,4.0,0.24839414184684944
d2h_nh,access_h,7.529750280475704,4.0,0.2511581525535551
d2h_nh,access_h,7.966030534076241,4.0,0.25320207452587074
d2h_nh,access_h,8.348486062943206,4.0,0.26109499399847114
d2h_nh,access_h,8.788165044237362,4.0,0.275722986210511
d2h_nh,access_h,9.348132778098798,4.0,0.28207249999785755
d2h_nh,access_h,9.942370174885333,4.0,0.28567735125746585
d2h_nh,access_h,10.485047012378567,4.0,0.31582813503667867
d2h_nh,access_h,11.176163307001545,4.0,0.3225815748428488
d2h_nh,access_h,12.010336373657303,4.0,0.41022950659165436
d2h_nh,access_h,12.95099155798216,4.0,0.4474746111253606
d2h_nh,access_h,14.18816814079018,4.0,0.4726476639204422
d2h_nh,access_h,15.420358760122468,4.0,0.4778360086766731
d2h_nh,access_h,16.887256984536638,4.0,0.4861466779512662
d2h_nh,access_h,19.034468332511732,4.0,0.4929781882313427
d2h_nh,access_h,21.596111186506796,4.0,0.5031332418134299
d2h_nh,access_h,24.40118524607943,4.0,0.5203548868619214
d2h_nh,access_h,30.665217977642058,4.0,0.5204894172248709
d2h_nh,access_h,56.697096683740725,4.0,0.5213945101397395
d2h_nh,access_h,0.11211235489377035,5.0,-0.3811242706654752
d2h_nh,access_h,0.28458608331837115,5.0,-0.2994449904488239
d2h_nh,access_h,0.3944248430337442,5.0,-0.3861505030615517
d2h_nh,access_h,0.48258617283424965,5.0,-0.38145094615930114
d2h_nh,access_h,0.5462705756250719,5.0,-0.2976960915473391
d2h_nh,access_h,0.6181087120641451,5.0,-0.2932629827253962
d2h_nh,access_h,0.703480846775679,5.0,-0.1611624813844143
d2h_nh,access_h,0.7892851236588083,5.0,-0.16822128144320386
d2h_nh,access_h,0.8821838239934872,5.0,-0.1713123585107244
d2h_nh,access_h,0.9610314872455529,5.0,-0.17393402760059898
d2h_nh,access_h,1.0304808849275897,5.0,-0.1441077130548048
d2h_nh,access_h,1.1234864221399774,5.0,-0.13367467426876004
d2h_nh,access_h,1.2341958934004578,5.0,-0.10996265431248009
d2h_nh,access_h,1.3570179487924836,5.0,-0.10587212685876315
d2h_nh,access_h,1.486461260809405,5.0,-0.0971511856433038
d2h_nh,access_h,1.5875924454443746,5.0,-0.09583490958232072
d2h_nh,access_h,1.6711235673697713,5.0,-0.09016214589639064
d2h_nh,access_h,1.7807235511604413,5.0,-0.07410813841541727
d2h_nh,access_h,1.9043995098636202,5.0,-0.06867701278688271
d2h_nh,access_h,2.028475065868832,5.0,-0.06084968845638152
d2h_nh,access_h,2.1638012220041993,5.0,-0.05495636399824105
d2h_nh,access_h,2.2985255877757576,5.0,-0.045939503258571386
d2h_nh,access_h,2.424312460647441,5.0,-0.037929828933494225
d2h_nh,access_h,2.552013970012293,5.0,-0.005713120821930116
d2h_nh,access_h,2.6891893062390855,5.0,-0.0012245271729351137
d2h_nh,access_h,2.8670095710927455,5.0,0.010684334957712423
d2h_nh,access_h,3.056661916115213,5.0,0.03926066289756028
d2h_nh,access_h,3.2249385682970306,5.0,0.04677999837930462
d2h_nh,access_h,3.408029835082951,5.0,0.05370159578061057
d2h_nh,access_h,3.5977855686147633,5.0,0.06026485055700839
d2h_nh,access_h,3.773473403394531,5.0,0.08875771977893165
d2h_nh,access_h,3.9546562428742384,5.0,0.08236244416626165
d2h_nh,access_h,4.167435995035171,5.0,0.09824575427864107
d2h_nh,access_h,4.378784079820337,5.0,0.1018250929325315
d2h_nh,access_h,4.5881909318342995,5.0,0.10535615786639238
d2h_nh,access_h,4.820580894666823,5.0,0.11452459392353631
d2h_nh,access_h,5.065527085829514,5.0,0.11906327530204178
d2h_nh,access_h,5.298875453753189,5.0,0.12516692788609024
d2h_nh,access_h,5.503466627642274,5.0,0.16876300820955104
d2h_nh,access_h,5.7580110262882815,5.0,0.18872138184219198
d2h_nh,access_h,6.088965099884238,5.0,0.19343965473860095
d2h_nh,access_h,6.398330912056463,5.0,0.23300559170451837
d2h_nh,access_h,6.719648302301791,5.0,0.240298142239014
d2h_nh,access_h,7.093263445664316,5.0,0.2480253276903933
d2h_nh,access_h,7.529750280475704,5.0,0.25078933839709894
d2h_nh,access_h,7.966030534076241,5.0,0.25227948760634655
d2h_nh,access_h,8.348486062943206,5.0,0.2601724070789471
d2h_nh,access_h,8.788165044237362,5.0,0.275008532904319
d2h_nh,access_h,9.348132778098798,5.0,0.2813580466916655
d2h_nh,access_h,9.942370174885333,5.0,0.2849628979512739
d2h_nh,access_h,10.485047012378567,5.0,0.3151136817304866
d2h_nh,access_h,11.176163307001545,5.0,0.3202558310822269
